method,domain,trial,success,Ds_final,Ds_peak_rate,failure_mode
SoftFusionOnly,Medical,23,1,1.4922421013924119,0.9096046207529289,
SoftFusionOnly,Medical,24,1,1.3927532412992558,1.4026806575704605,
SoftFusionOnly,Medical,25,1,1.435508926124178,1.2824159107429396,
SoftFusionOnly,Medical,26,1,1.5152996786209685,0.6872562082765032,
SoftFusionOnly,Medical,27,1,1.4121837868475209,1.160226660404507,
SoftFusionOnly,Medical,28,1,1.3824607650255774,1.0453370250196041,
SoftFusionOnly,Medical,29,1,1.5008145977747531,1.0290344683667507,
SoftFusionOnly,Warehouse,0,0,1.4382058007347045,1.2062227959914038,F1
SoftFusionOnly,Warehouse,1,0,1.44972328242572,1.3218476621837403,F2
SoftFusionOnly,Warehouse,2,1,1.4533518419102132,0.9188565696116852,
SoftFusionOnly,Warehouse,3,1,1.396296090538233,1.5429832290677323,
SoftFusionOnly,Warehouse,4,1,1.5096963382883093,1.301559481528026,
SoftFusionOnly,Warehouse,5,1,1.3999046237958246,1.0090493037055157,
SoftFusionOnly,Warehouse,6,1,1.4682345397620613,1.38440941461536,
SoftFusionOnly,Warehouse,7,1,1.4454587476463865,0.8712104166505086,
SoftFusionOnly,Warehouse,8,1,1.4256886926035934,1.203487281695015,
SoftFusionOnly,Warehouse,9,0,1.4408250110900636,0.8073507886790839,F2
SoftFusionOnly,Warehouse,10,1,1.5128226716453455,1.197930116892282,
SoftFusionOnly,Warehouse,11,1,1.3867740791075645,1.346136478791259,
SoftFusionOnly,Warehouse,12,1,1.4925410853700047,1.3751129095394825,
SoftFusionOnly,Warehouse,13,1,1.5473121086677928,0.7246158140069006,
SoftFusionOnly,Warehouse,14,1,1.2677024322399768,1.112636554442096,
SoftFusionOnly,Warehouse,15,1,1.510970426642279,0.6651667698596746,
SoftFusionOnly,Warehouse,16,1,1.4782602012217692,0.7321594784630107,
SoftFusionOnly,Warehouse,17,0,1.4798474204216785,0.8396199966482663,F2
SoftFusionOnly,Warehouse,18,1,1.4112563123400637,0.9116342573052498,
SoftFusionOnly,Warehouse,19,1,1.4282321380091585,0.9423038617111151,
SoftFusionOnly,Warehouse,20,1,1.4962057517866512,0.9455040931196361,
SoftFusionOnly,Warehouse,21,1,1.3545427084106203,1.195728000853145,
SoftFusionOnly,Warehouse,22,1,1.3980605854516792,0.5948800629204534,
SoftFusionOnly,Warehouse,23,1,1.3741759447928175,1.2336529747750387,
SoftFusionOnly,Warehouse,24,1,1.4584089052159575,1.0334701314314125,
SoftFusionOnly,Warehouse,25,0,1.480855427302388,1.161922105237419,F3
SoftFusionOnly,Warehouse,26,1,1.3566964614047659,1.0397842210715846,
SoftFusionOnly,Warehouse,27,1,1.4350529460563206,0.771003892506428,
SoftFusionOnly,Warehouse,28,1,1.498506946374589,1.3558453329942186,
SoftFusionOnly,Warehouse,29,1,1.449068751152089,1.3293793305433945,
SoftFusionOnly,Prosthetic,0,1,1.4172321891823993,1.0390497774017604,
SoftFusionOnly,Prosthetic,1,1,1.4661769463151773,0.8158224449417577,
SoftFusionOnly,Prosthetic,2,1,1.5458399490680255,1.0003950576386151,
SoftFusionOnly,Prosthetic,3,1,1.5008717380708325,0.9158926593398976,
SoftFusionOnly,Prosthetic,4,1,1.5020330719878272,0.9847693059002942,
SoftFusionOnly,Prosthetic,5,0,1.4983497011543268,1.219960776340158,F2
SoftFusionOnly,Prosthetic,6,1,1.5031133425196295,0.8574165543651106,
SoftFusionOnly,Prosthetic,7,1,1.5394475362925533,1.0857357075367782,
SoftFusionOnly,Prosthetic,8,1,1.4869473303855887,1.1086784445993887,
SoftFusionOnly,Prosthetic,9,1,1.3728109132441102,1.1893450044192149,
SoftFusionOnly,Prosthetic,10,1,1.5594843369531823,0.9203795918071129,
SoftFusionOnly,Prosthetic,11,0,1.4249962311652509,1.0697750617104491,F2
SoftFusionOnly,Prosthetic,12,0,1.52482580335693,1.1426205259309434,F3
SoftFusionOnly,Prosthetic,13,1,1.4533805902882515,0.8438153141049775,
SoftFusionOnly,Prosthetic,14,1,1.4189363839590408,0.7895194105999014,
SoftFusionOnly,Prosthetic,15,1,1.3863786777418183,1.0328340941856602,
SoftFusionOnly,Prosthetic,16,1,1.4342166515523953,1.1242833555481424,
SoftFusionOnly,Prosthetic,17,1,1.4495504638891061,1.2610716730082085,
SoftFusionOnly,Prosthetic,18,1,1.5174955908068768,1.301927722288037,
SoftFusionOnly,Prosthetic,19,1,1.438384758154568,1.0566960176121383,
SoftFusionOnly,Prosthetic,20,1,1.3586474348293094,1.1219210388457643,
SoftFusionOnly,Prosthetic,21,1,1.4582107566817617,0.6919473966141365,
SoftFusionOnly,Prosthetic,22,1,1.3580963556747783,1.22519069099158,
SoftFusionOnly,Prosthetic,23,1,1.401432393653706,0.8281914111781293,
SoftFusionOnly,Prosthetic,24,0,1.355640780569994,1.210981811464353,F1
SoftFusionOnly,Prosthetic,25,1,1.516248907633892,1.1193209995120834,
SoftFusionOnly,Prosthetic,26,1,1.4851180220722897,0.8060835584407479,
SoftFusionOnly,Prosthetic,27,1,1.37583022244207,0.7904903093932277,
SoftFusionOnly,Prosthetic,28,1,1.3841395991755339,0.9798332105697228,
SoftFusionOnly,Prosthetic,29,1,1.4295164383654455,1.0909250805398998,
